3082,-1452.6159999999200000000000000
3083,-626.1540000000960000000000000
3084,200.3080000001930000000000000
3085,1026.7700000000100000000000000
3086,1853.2319999998400000000000000
3087,2679.6940000001300000000000000
3088,3506.1559999999500000000000000
3089,4332.6179999997800000000000000
3090,5159.0800000000700000000000000
3091,5985.5419999998900000000000000
3092,6812.0040000001800000000000000
3093,7638.4660000000100000000000000
3094,8464.9279999998300000000000000
3095,9291.3900000001300000000000000
3096,10117.8519999999000000000000000
3097,10944.3139999997000000000000000
3098,11770.7760000000000000000000000
3099,12597.2379999998000000000000000
3100,13423.7000000001000000000000000
3101,14250.1620000000000000000000000
3102,15076.6239999998000000000000000
3103,15903.0860000001000000000000000
3103.1,15985.7321999999000000000000000
3103.2,16068.3783999998000000000000000
3103.3,16151.0246000001000000000000000
3103.4,16233.6707999999000000000000000
3103.5,16316.3169999998000000000000000
3103.6,16398.9632000001000000000000000
3103.7,16481.6093999999000000000000000
3103.8,16564.2556000002000000000000000
3103.9,16576.0981999998000000000000000
3104,16493.4520000000000000000000000
3104.1,16410.8058000002000000000000000
3104.2,16328.1596000003000000000000000
3104.3,16245.5134000000000000000000000
3104.4,16162.8671999997000000000000000
3104.5,16080.2209999999000000000000000
3104.6,15997.5748000000000000000000000
3104.7,15914.9286000002000000000000000
3104.8,15832.2823999999000000000000000
3104.9,15749.6362000000000000000000000
3105,15666.9900000002000000000000000
3106,14840.5279999999000000000000000
3107,14014.0660000001000000000000000
3108,13187.6039999998000000000000000
3109,12361.1419999999000000000000000
3110,11534.6800000001000000000000000
3111,10708.2179999998000000000000000
3112,9881.7560000000500000000000000
3113,9055.2940000002200000000000000
3114,8228.8319999999300000000000000
3115,7402.3700000001100000000000000
3116,6575.9079999998200000000000000
3117,5749.4459999999900000000000000
3118,4922.9840000001700000000000000
3119,4096.5219999998800000000000000
3120,3270.0600000000500000000000000
3121,2443.5980000002300000000000000
3122,1617.1359999999400000000000000
3123,790.6740000001150000000000000
3124,-35.7880000001750000000000000
3125,-862.2500000000000000000000000
3126,-1688.7119999998200000000000000
