3082,-1500.0174833730900000000000000
3083,-670.1130155334790000000000000
3084,159.7137873516800000000000000
3085,989.4506183193680000000000000
3086,1819.0824269757900000000000000
3087,2648.5906105390700000000000000
3088,3477.9519009551100000000000000
3089,4307.1368061083800000000000000
3090,5136.1073820201700000000000000
3091,5964.8139757053000000000000000
3092,6793.1903384391800000000000000
3093,7621.1460735975100000000000000
3094,8448.5545574206300000000000000
3095,9275.2328248689500000000000000
3096,10100.9064318848000000000000000
3097,10925.1444089091000000000000000
3098,11747.2299097724000000000000000
3099,12565.8785579685000000000000000
3100,13378.5478754204000000000000000
3101,14179.4470058346000000000000000
3102,14952.3159910885000000000000000
3103,15634.2993267320000000000000000
3103.1,15690.1683132264000000000000000
3103.2,15742.0829687187000000000000000
3103.3,15789.3665168194000000000000000
3103.4,15831.2621826522000000000000000
3103.5,15866.9563692228000000000000000
3103.6,15895.6227732363000000000000000
3103.7,15916.4893395771000000000000000
3103.8,15928.9223338731000000000000000
3103.9,15932.5116250881000000000000000
3104,15927.1339415946000000000000000
3104.1,15912.9731435879000000000000000
3104.2,15890.4902011221000000000000000
3104.3,15860.3536051187000000000000000
3104.4,15823.3526016470000000000000000
3104.5,15780.3156001976000000000000000
3104.6,15732.0476313262000000000000000
3104.7,15679.2907396540000000000000000
3104.8,15622.7043962019000000000000000
3104.9,15562.8602915976000000000000000
3105,15500.2459431057000000000000000
3106,14786.4374057385000000000000000
3107,14004.7956464838000000000000000
3108,13200.4862033593000000000000000
3109,12386.1704806156000000000000000
3110,11566.6084720218000000000000000
3111,10743.9655906596000000000000000
3112,9919.3631297109300000000000000
3113,9093.4383824508400000000000000
3114,8266.5798470197400000000000000
3115,7439.0376460103100000000000000
3116,6610.9800140651100000000000000
3117,5782.5242354259800000000000000
3118,4953.7545550984900000000000000
3119,4124.7330372361400000000000000
3120,3295.5064086420000000000000000
3121,2466.1105175608300000000000000
3122,1636.5733234230800000000000000
3123,806.9169525094400000000000000
3124,-22.8408570170213000000000000
3125,-852.6857191722990000000000000
3126,-1682.6058443331300000000000000
